topik,keyword,tweet,gambar,url,label
,,Bahagia banget bisa berenang. Lumayan buat nurunin berat badan dan menambah tinggi badan ^__^,,https://twitter.com/ir_octaviani/status/313251602502934531,1
,,"Demi apapun, katanya tinta cumi haram ya? I cinta mati ama cumi tinta itammmmWajah menangis kencangWajah menangis kencang",,https://twitter.com/kidalgirl/status/1265274135111847937,1
sawi putih,sawi putih impor berbahaya,"Ternyata Berbahaya, Benih Sawi Putih Impor Korsel Dimusnahkan",,https://twitter.com/cnbcindonesia/status/1284105840975208448,0
Permen susu,Permen susu mengandung narkoba,"Seorang siswi TK di Banyumas, Jawa Tengah, tertidur selama 3 hari setelah memakan permen susu. Setelah bangun anak tersebut menjadi pendiam dan tempramental. Badan Narkotika Nasional Banyumas memastikan permen mengandung narkoba. #SeputariNewsNewsSore",,https://twitter.com/SeputariNews/status/943052287240429568?s=20,1
,,"waspada permen jari narkoba ini semakin beredar luas di Indonesia.  http://optidaily.com/entertainment/2016/3222/foto-gambar-permen-jari-narkoba-hari-ini-disita-bnn
 via 
@optidaily",,https://twitter.com/OptiDaily/status/786437919640662016,1
,,Cek Fakta : Asap Batok Kelapa jadi Obat Covid-19,,https://twitter.com/Bisniscom/status/1349218247900450817?s=20,0
sarden,cacing hidup di sarden,"Parah, Dinkes Razia Sarden di Minimarket, Saat Ikan Dibelek Keluar Cacing Masih Hidup…",,https://twitter.com/geloraco/status/980295167100862464?s=20,1
Teh,Teh menyebabkan maag,Terlalu banyak konsumsi teh sebelum makan (perut kosong) dlm jangka panjang akan menyebabkan maag kronis & tukak lambung lho..,,https://twitter.com/AirAjaib/status/149739182313586688,1
Ahok,Ahok Mengucapkan Dua Kalimat Syahadat,"Sambil menjabat tangan Ahok, dan Ahok mengucapkan dua kalimat syahadat. *bangun kro!*",,https://twitter.com/sukroanonim/status/532466878615011328,1
Air ,Air tajin bermanfaat,ir Tajin Juga Bermanfaat Untuk Orang Dewasa Lho http://lucudanunik.com/air-tajin-juga-bermanfaat-untuk-orang-dewasa-lho/,,https://twitter.com/lucudanunikcom/status/725146249897213952,1
uu lgbt,UU LGBT disahkan,Bagi Gadis yg belum nikah ama cowok ayo segera terima lamarannya. UU LGBT udh mau disahkan. Nnt g dapat cowok lho.,,https://twitter.com/muhammadimamud4/status/1003234928044199936,1
Jamur krispi,efek makan jamur krispi,"bener aja kata dey pasti paginya sakit perut,- efek semalem makan gorengan pedes,jamur krispi pedes cus minumnya bigcola. ya gini:&",,https://twitter.com/Nandaekabdynti/status/566753639612444672,0
,,"Kalo sakit gigi min ""
@WOWFakta
: Berkumurlah dengan air hangat yang telah dicampur garam tiga kali sehari untuk menyembuhkan luka sariawan.""",,https://twitter.com/DedeSamsoni/status/344407945020338176,1
Wapres,"Ma'ruf Amin mundur, Prabowo jadi wapres","Prabowo - Jokowi bisa, skr kan jadi presiden, msh bs jadi wapres. 
10 th berikutnya gantian istri2 mereka, kayak di pilkada2.",,https://twitter.com/hsprawoto/status/1406879449295978496,1
Sarang burung,sarang burung walet bermanfaat,"Ngga cuma bermanfaat untuk tubuh, ternyata sarang burung walet juga sangat bagus untuk merawat kecantikan kulit lho! Penasaran? Yuk simak selengkapnya di artikel ini! http://beautynesia.id/33558 #sarangburungwalet",,https://twitter.com/beautynesia_id/status/1068463399942516736,1
Makan jamur,manfaat makan jamur,"Cegah Diabetes hingga Kanker, Ini 5 Manfaat Menakjubkan Rajin Makan Jamur Tiram: Tak banyak yang tahu, ini beragam manfaat kesehatan jika makan jamur tiram.",,https://twitter.com/FIMELAdotcom/status/1317690881323929601,0
kayu manis,kayu manis dapat mengontrol gula darah,Kayu manis semanis khasiatnya  dapat membantu mengontrol gula darah #gugeltips,,https://twitter.com/gugelroom/status/229492528175513601,1
covid,asap batok kelapa obat covid,"Trans 7 memberitakan di situ bondo, asap batok kelapa yang telah diproses kondensasi bisa menjadi obat untuk penangkal covid 19",,https://twitter.com/Leo01009729/status/1279024173570904064?s=20,1
,,"karena MIE  itu mengandung 'Arsenic Pentoxide' (As2O5) dan berhubung habis makan MIE  makan COKLat.Terjadilah ""Reaksi Kimia""",,https://twitter.com/Yuscail2/status/313502804339736578,1
fluorida,fluorida bisa sebabkan kangker,"Rokok juga mengakibatkan kanker RT @allzarr : Pasta gigi dengan fluoride bisa menyebabkan kanker, wow",,https://mobile.twitter.com/maulanaasep28/status/163823789904379904,1
,,Konspirasi bumi datar,,https://twitter.com/muhamad_fadli87/status/1422622020190146571,1
,,Salahsatu buah yg dapat mempercepat menaikkan trombosit adalah buah jambu biji #Herbal,,https://twitter.com/guldhakim/status/500813403472936961,1
Debu ,Debu penyebab flu,dri debu bs berubah jdi flu buat gw. hal yg paling menjengkelkan ketika flu adalah hidung mampet dan ada sesuatu yg mengganjal di tenggorokan (dahak mungkin ?). klo ada dahak tu kyk kepengen keluarin tp susah.,,https://twitter.com/Yumi_hanaaeri/status/1403017278602432525,1
vaksin,vaksin perintah agama,"Mohon penjelasanya pak ma aruf amin, apa dalilnya dan terdapat  disurat mana, bahwa vaksin merupakan perintah agama, hukumnya wajib, sampaikanlah yang benar, kalau kita mengetahuinya, jangan menakut nakuti rakyat dan bawa agama,",,https://twitter.com/Amrizaldy511/status/1428672403526148099?s=20,1
Dishub,Dishub dipecat,"Nongkrong di Warkop saat PPKM Darurat, 8 Anggota Dishub DKI Dipecat",,https://twitter.com/VIVAcoid/status/1413490771500552195,1
akun BLT,akun BLT Banpres mengatasnamakan KemenkopUKM,[HOAKS] Akun BLT Banpres UMKM Mengatasnamakan KemenkopUKM,,https://twitter.com/infopubliksolok/status/1328195021162496000,1
,,#GayaGADIS Good news! Pasta gigi bisa hilangkan komedo! http://ow.ly/Y9ba5 (Foto: Fotosearch),,https://twitter.com/GADISmagz/status/697704232380690432,1
,,"2.Hingga kini 
@BPOM_RI
 tdk pernah menerima laporan kredibel yg mendukung klaim bahwa virus Machupo ditemukan dlm obat Parasetamol",,https://twitter.com/KemenkesRI/status/903129683415277568?s=20,0
kayu manis,manfaat kayu manis,Salah satu manfaat kayu manis adlh  untuk menurunkan berat badan. Penelitian dari University of Michigan Life Sciences Institute menemukan bahwa kayu manis mengandung zat yang disebut dengan Cinnamaldehyde. Zat ini berguna untuk membantu pembakaran lemak yg menumpuk di dlm tubuh.,,https://twitter.com/rempah_ratus/status/1152364936955191298,0
MSG,MSG (Monosodium Glutamat) menyebabkan kangker,"MSG atau Monosodium Glutamat yang ada dalam bumbu penyedap makanan itu bersifat karsinogenik, dpat menyebabkan kanker..",,https://twitter.com/idopatiaraja/status/433143229194977280,1
Prabowo,Prabowo stroke ringan,"Pak Prabowo sedang sakit. Kabar tentang penyakitnya juga simpang siur. Dari flu hingga stroke ringan setelah debat Capres ke 4. Apapun, mari kita doakan kesembuhan pak Prabowo. Semoga lekas sembuh pak. #PrabowoSakit",,https://twitter.com/Uki23/status/1114098270035271681?s=20,1
sinar ultraviolet,sinar ultraviolet dapat merusak mata,Sinar ultraviolet yang berbahaya dapat merusak kulit dan mata loh. Jangan lupa selalu menggunakan tabir surya setiap hari Bro...,,https://twitter.com/VKOOLindonesia/status/410685182883033088,1
,,"Prof Nidom
Dr Terawan 
Ibu Siti Fadilah Supari
Vaksin Nusantara 
Dipesan Turki 
Belum disetujui BPOM
Belum juga Menteri Kesehatan 
Nah presiden apa kabar ini",,https://twitter.com/heri1618/status/1430781669586259969?s=20,1
,,"Mohon doanya kawan-kawan

Abu janda koma, cek faktanya
https://viva.co.id/amp/ragam/cek-fakta/1316703-abu-janda-koma-cek-faktanya?__twitter_impression=true


#PemudaBangkitLawanRezim 
#PemudaBangkitLawanRezim",,https://twitter.com/saim_soeltank/status/1321299016446021638,1
Kuaci,Manfaat kuaci,"Buah dari kesabaran sungguh manis, yups! semanis manfaat kuaci bagi kesehatan tubuh kita Wajah tersenyum dengan mata tersenyum#IM3OoredooSumatera #IM3OoredooJBI #UnlimitedYoutube",,https://twitter.com/kantikantim3/status/1017614021145518081,1
mimisan,mimisan kanker darah,"Waspada, Sering Mimisan Gejala Anak Kena Kanker Darah",,https://twitter.com/VIVAlife_/status/1099961465484632064,0
Vaksin,Vaksin mengandung chip,vaksin mengandung magnet/chip dsb apalah itu(?) .... bapaknya lagi keringetan kali bisa nempel tu coin 1000an td nyoba nempelin trnyata bisa nempel kok padahal blm vaksin hahahaha,,https://twitter.com/alifnrhddd/status/1399328950640254983,1
mentimun,mentimun dapat menurunkan tensi darah,"""
@CDO_2
: Timun dipercaya bisa menurunkan tensi, jadi kalo mau marah-marah jangan lupa sambil makan timun yah #tipsCD """,,https://twitter.com/Resa_Rahmi/status/343228474057707520,1
Daun Pepaya,jus daun pepaya untuk obat DBD,Juice Daun Pepaya Untuk Obat Demam Berdarah http://goo.gl/fb/odcjM,,https://twitter.com/infominiupdate/status/26051293164,1
corona varian baru,corona varian baru tidak terdeteksi pcr,Waduh! Varian Baru Virus Corona dari Inggris Tidak Terdeteksi Tes PCR,,https://twitter.com/Idtimes_/status/1367011050869121026?s=20,1
Daging,daging kambing menyebabkan darah tinggi ,Daging Kambing menyebabkan Darah Tinggi? Ada anggapan bahwa penderita jantung koroner dan juga… https://instagram.com/p/Bg5_XyVnK8S/,,https://twitter.com/pramitalab_id/status/979325147504173056,1
termometer,termometer dapat merusak otak,"Jangan percaya HOAX, cek dulu faktanya!

Meningkatnya penggunaan Thermo Gun mengakibatkan munculnya hoax yg menyebutkan jika termometer ini bisa merusak otak melalui pancaran sinar yg ditembakkan di kepala. 

Hal ini tidak benar ya Sobat Sehat!",,https://twitter.com/sobatsehatkita/status/1285493839055040513,0
Makan jamur,efek makan jamur,"Pernah denger podcast yg nyeritain pengalaman efek makan jamur itu, katanya pas ngeliat lampu, tisu trs apalagi gitu di puja puja wkwk",,https://twitter.com/moonluckyy_/status/1414135292085239817,1
Sosis,Sosis dari daging babi,Heet segala sosis sekarang dari daging babi,,https://twitter.com/junaedichayo/status/520861188905635840,1
maker dan jerawat,memakai masker memicu jerawat,"Sering menggunakan masker bisa memicu timbulnya jerawat. Untuk itu berikut cara mencegah jerawat karena sering memakai masker. #CegahJerawat 

via 
@detikHealth",,https://twitter.com/detikcom/status/1276065321221308416,0
Lemon,Lemon mencegah corona,"
@olegunnnn
 ikhtiar minum / bikin resep untuk mencegah ( virus corona ) covid - 19 : 
1. kayu secang + serai + jahe 
2. serai + lemon + madu 
3. kunyit + kayu secang + jeruk nipis + lengkuas 
bisa di seduh langsung atau di rebus dlu sktar 2-3 menit 
air 300 ml",,https://twitter.com/mngnrl/status/1240642937551110144,1
,,"BIAYA tilang terbaru di indonesia: Kapolri baru mantap

1. Tidak ada STNK 
Rp. 500,000

2. Tdk bawa SIM 
Rp. 250,000

3. Tdk pakai Helm 
Rp. 250,000

4. Penumpang tdk Helm 
Rp. 250,000

5. Tdk pake sabuk 
Rp.... https://facebook.com/wibowo.kusuma/posts/10157229647352891",,https://twitter.com/wibowo_k/status/979325111533756417?s=20,1
kas negara,kas negara kosong,Para buzzer pemecah belah...pengalih isue..jelas2 nkri lg sekarat..kas negara kosong. Ga ush kadrun ama cebong lg..udh basee itu..ciptaan buzzer..loe cinta nkri hrsnya prihatin sama utang yg ugal2an #RakyatBersamaJokowi,,https://twitter.com/Cyberkn__/status/1413543194537648129?s=20,1
Begadang ,Begadang menyebabkan kanker,Waspada begadang bisa menyebabkan kanker hati http://bit.ly/aXIhIt #kaskus,,https://twitter.com/loungekaskus/status/27216582542,1
ikan ,ikan dyung  punah,"http://goo.gl/G3voB6 Semenanjung Malaka Tercemar, Ikan Duyung Terancam Punah",,https://twitter.com/puisina/status/689005697271484416,1
Bawang Putih,Bawang Putih dapat menyembuhan flu,"Mengunyah Bawang Putih Mentah Bisa Sembuhkan Batuk? Ternyata, Faktanya untuk Mencegah Flu http://okz.me/CYx05",,https://twitter.com/okezonenews/status/911861536448167936,0
makanan,makanan gosong menyebabkan kanker,Ikan bakar potato bakar etc karsinogennya/yg gosong sebaiknya tdk dimakan krn menyebabkan kanker,,https://twitter.com/makanan_sehat/status/308766100710113280,1
zombie,zombie adalah pahlawan islam ,"Sama halnya seperti Zombie. Asal kata Zombie sebenarnya adalah nama seorg pahlawan islam di Brazil. Ia merupakan komandan pasukan islam, dan bahkan sukses mendirikan daulah islamiyyah di Brazil ",,https://twitter.com/lilaccountz/status/1216065154007228423?s=20,1
Bakso,Bakso mengandung boraks,Tim Keamanan Pangan Kab. Tegal Temukan Bakso Mengandung Boraks Selengkapnya http://tegalkab.go.id/news.php?id=2882… #PemkabTegal #infotegal,,https://twitter.com/PemkabTegal/status/875192543792685056,1
,,"Pangeran dan Putri Arab Saudi yang Mengalami Hal Tragis, Ada yang Tewas Bunuh Diri http://tz.ucweb.com/10_3KccJ
",,https://twitter.com/kifniman/status/1053749724895834112,1
Oreo,Oreo berbahaya,Ternyata Oreo berbahaya bagi kesehatan http://bit.ly/yUMIQg,,https://twitter.com/Angguncinta/status/156559432187248641,1
gula merah,manfaat gula merah,"Manfaat Jahe merah dan gula yang terdapat dalam semua Produk Jahe Aren SARI RAOS
Diproduksi dan dikirim dari Saketi Pandeglang Banten
order DM
@axdwin
 
@ownersariRaos
 
@Adinda_Zahran1
 
@Catatan_ali7
 
@BERKARYA_NET
 
@Hadi_Mawardi_
 
@riznatakusumah
 
@GibranMedia
 
@RAMujiyono",,https://twitter.com/OwnerRaos/status/1394829061269061634,1
Es Cream,Es cream mengandung babi,Dapet kabar dr kang silwan kalo es cream magnum mengandung minyak babi.. Barusan gua makan 1 !! OH MY GOD http://lockerz.com/s/159830264,,https://twitter.com/i_badur/status/140600250963472385,1
Daun,Daun pepaya bermanfaat,Masker Daun Pepaya Daun Pepaya bermanfaat untuk Obat jerawat alami Buatlah daun pepaya sebagai masker... http://fb.me/1hjdGezQV,,https://twitter.com/sehat24/status/265679923463716864,1
Kafein,Bahaya kafein,"Modern Detox Malaysia 
@VitalluzHq
 .
.
BAHAYA KAFEIN BERLEBIHAN DALAM BADAN
.
Kafein menyebabkan kandungan asid dalam perut meningkat dan sering menyebabkan pedih ulu hati
.
Kafein juga… https://instagram.com/p/BrO2LyMngys/?utm_source=ig_twitter_share&igshid=hbdny3xn3q13",,https://twitter.com/VitalluzHq/status/1072332427014615040,1
jokowi,jokowi 3 periode,Hasil survei Parameter Politik Indonesia yang dilakukan terhadap 1.200 responden menunjukkan mayoritas responden menolak masa jabatan Presiden Joko Widodo diperpanjang menjadi 3 periode.,,https://twitter.com/detikcom/status/1401151468753858560,0
kumis kucing,manfaat kumis kucing,Manfaat Kumis Kucing Untuk Batu Ginjal http://asikaja.com/manfaat-kumis-kucing-untuk-batu-ginjal.59169.html,,https://twitter.com/jasminesetiawan/status/822037425216110592,0
gadis,gadis ular gemparkan thailand,Gadis manusia setengah ular gemparkan Thailand https://buanatv.com/2020/01/gadis-manusia-setengah-ular-gemparkan.html,,https://twitter.com/OkrisolM/status/1216017410085412864?s=20,1
,,"Lensa kontak yang dibuat oleh plastik, dan panas dari arang meleleh kontak lensa yang di pakainya.",,https://twitter.com/erneskelvin/status/288973902921744384,1
,,"Ternyata AIR KERAN bisa positif COVID 19...
😎😎😎👏👏👏",,https://twitter.com/manuskele/status/1400515561881104384?s=19,1
daun sirsak,daun sirsak untuk obat asam urat,Cara Mengolah Daun Sirsak untuk Obat Asam Urat Segera obati sebelum bertambah pa https://viva.co.id/blog/kesehatan/1099664-cara-mengolah-daun-sirsak-untuk-obat-asam-urat,,https://twitter.com/FANASMASH/status/1069154753127403520,0
,,"kalo liat orang punya lesung pipi

orang2 
""manis banget ya""

gue
""pasti waktu kecil sering ditusuk2 pake cabe ni pipinya""",,https://twitter.com/bayu_joo/status/773102722694258688,1
vaksin,menerima donor darah dari orang yang sudah divaksin berbahaya,"Cek Fakta : Berbahaya, Terima Donor Darah dari Orang yang Disuntik Vaksin Covid-19",,https://twitter.com/Bisniscom/status/1402186411235680256?s=20,1
air mawar,air mawar untuk kesehatan,"Air mawar memiliki berbagai manfaat untuk kesehatan kulit, termasuk menenangkan kulit yang iritasi dan membantu menyamarkan tanda-tanda penuaan.",,https://twitter.com/kompascom/status/1366402232996954113,0
Babi,babi mengandung cacing pita,Next bagi yg non islam jangan makan babi karna babi mengandung cacing pita cacing pita menyebabkan makanan yg kita makan dimakan cacing itu,,https://twitter.com/LadyHolmess/status/554945972778713088,1
Masker,meninggal karena menggunakan masker,"Ada yang meninggal di saat olahraga dan menggunakan masker, karena kekurangan oksisgen....gue harap petugas PSBB nya diberi pendidikan yang benar dalam menerapkan PSBB terutama di saat orang sedang sendirian...jangan terkesan sewenang-wenang dan menimbulkan Antipati Masyarakat",,https://twitter.com/DwipanggangArya/status/1306456656817971200?s=20,1
,,"Dibaluri dengan tepung terigu, luka bakar tidak akan melepuh.",,https://twitter.com/DMedian57/status/1246580425016750080,1
Air Garam,Air garam sumber energi,#tekno Lampu Dengan Sumber Energi Air Garam Ini Berpotensi Dijadikan Charger Smartphone http://goo.gl/waWW4H,,https://twitter.com/elrafa_agba/status/628549484671152129?s=20,1
wortel cina,wortel dari cina bisa membuat bodoh,"Viral, 3.500 Kg Wortel asal China Berbahaya Sebabkan Anak Jadi Bodoh, Digerebek Polisi - Tribun Medan http://fb.me/7PeA7XWco",,https://twitter.com/rosicharlees/status/902455345880039425?s=20,1
,,"Dugaan Permen Jari Narkoba, Ini Penjelasan Importir http://dlvr.it/MT21tC",,https://twitter.com/VIVAcoid/status/787962660746776576,1
telur,telur setengah matang berbahaya untuk kesehatan,Mengapa telur setengah matang bermanfaat namun berbahaya bagi kesehatan ? Telur memang sumber protein yang sangat... http://fb.me/ZwHq8J3O,,https://twitter.com/Nahri_Syamsun/status/372604967611547648,1
Permen susu,Permen susu mengandung narkoba,"Beredar Pesan Berantai Adanya Permen Susu Mengandung Narkoba, Polisi : Itu Hoax! http://dlvr.it/PpvQ5C",,https://twitter.com/pamanshaggy/status/911523063786651648?s=20,1
telur,telur setengah matang berbahaya untuk kesehatan,"Tak hanya telur setengah matang, telur mentah pun berbahaya bagi kesehatan ibu hamil",,https://twitter.com/Popmama_com/status/1346041196678762504,0
Daun pepaya,Jus daun pepaya obat dbd,( obat herbal ) jus daun pepaya ternyata bisa mengobati DBD http://dlvr.it/8X6Rjs,,https://twitter.com/ditakarinadita/status/566151097903894528?s=20,1
,,"Emg ada zat lilinnya..makanya mie rapet2 RT 
@yeahmahasiswa
: MI INSTAN MENGANDUNG LILIN?? *ngepet* (cont) http://tl.gd/k48uu3",,https://twitter.com/afri0491/status/272308147098624000?s=20,1
lidah buaya,lidah buaya bagus untuk rambut,"Tak Hanya Bagus untuk Rambut, Lidah Buaya Juga Berkhasiat Hilangkan Jerawat Dalam Sekejap! http://bit.ly/2H72fNA",,https://twitter.com/mery_slappy/status/1126404045609078784,1
Sekolah Tatap Muka,"Belajar Tatap Muka Resmi Januari 2021, Anak Wajib Swab Test sebelum Sekolah","#HoaxBuster
[SALAH] “Belajar Tatap Muka RESMI Januari 2021, Anak Wajib Swab Test Sebelum Sekolah”

Selengkapnya: https://covid19.go.id/p/hoax-buster/salah-belajar-tatap-muka-resmi-januari-2021-anak-wajib-swab-test-sebelum-sekolah",,https://twitter.com/InfoCOVID19_id/status/1343047972423139328,1
Foto,Terlalu banyak foto memendekkan umur,"Trus jg pernah dgr, kalo d foto akan memperpendek umur. Bukanny pendek umur, panjang umur it kan cuma Allah yg tau. Hmm.. masi blm paham.",,https://twitter.com/riskahasnawaty/status/620921431832956929,0
Seledri,seledri salah satu sayur yang berbahaya,"Maaf nder tp makanan kaya ayam, jamur, seledri, kentang, dan beberapa jenis lainnya merupakan makanan yg ga boleh dipanasin ulang, nanti susunan kimianya berubah mjd berbahaya, ada yg jd karsinogenik juga. Sedih ya, dahal ak juga suka yg praktis2 gini Loudly crying face",,https://twitter.com/livingfairiess/status/1374987291211390985,1
Biji,Biji jambu menyebabkan usus buntu,Menelan Biji Jambu Menyebabkan Usus Buntu? http://dlvr.it/PpSvPX,,https://twitter.com/AniAniliem/status/910823205102796800,1
centella asiatica,centella asiatica bermanfaat untuk kecantikan,3 Manfaat Centella Asiatica (Daun Pegagan) untuk Kesehatan dan Kecantikan Kulit Anda http://wartaindonesia.co.id/3-manfaat-centella-asiatica-daun-pegagan-untuk-kesehatan-dan-kecantikan-kulit-anda/,,https://twitter.com/wartaIDN/status/1069197818097803265,0
panas matahari,indonesia didera panas matahri,Satu Harapan: Indonesia Akan Didera Gelombang Panas Mematikan http://satuharapan.com/read-detail/read/indonesia-akan-didera-gelombang-panas-mematikan lewat @1harapan,,https://twitter.com/AsaelWenda/status/878223842568577026,1
,,emoga vaksin nusantara segera disetujui BPOM dan diterima IDI...Aamiin,,https://twitter.com/Istiqom99644171/status/1421963482925133827?s=20,1
Bumbu bubuk mie instan,bumbu bubuk mie instan dapat menyebabkan kanker,RT @kleponers: #JelajahGizi Mie instan yang dimasak bersamaan dgn bumbu (MSG) berpotensi menjadi karsinogen penyebab kanker.,,https://twitter.com/Nabillaulva_/status/333432765351612416,1
Obat Kanker,Obat Kanker Ditemukan,"Setelah Ditemukan Obat Kanker Payudara, Kini 3 Mahasiswa UI Temukan Obat Kanker Serviks https://edansehat.blogspot.com/2019/10/setelah-ditemukan-obat-kanker-payudara.html?m=1",,https://twitter.com/YuniRonica2/status/1190073467829243904,1
Foto,Terlalu banyak foto memendekkan umur, jgn foto mulu y com nanti pendek umur wkwk 'Smiling face with open mouth and tightly-closed eyesSmiling face with open mouth and smiling eyesFace savouring food (with komariyah) [pic] — https://path.com/p/3F5rUy,,https://twitter.com/Devaraa__/status/702818473542455298,1
sayuran,sayuran mengandung kimia,Sayuran sekarang banyak yang di seprot jadi mengandung bahan kimia Ya jelas kurang gizi harga daging sapi 120 rb... http://fb.me/7JWH7IVOX,,https://twitter.com/laskarpelaut83/status/675658325413912576,1
madu,madu bermanfaat untuk kecantikan,"5 Manfaat Campuran Madu dan Lemon untuk Kecantikan, Sehat Juga Loh",,https://twitter.com/jabarekspres/status/1409704626148966404,1
Dewasa,indikator dewasa,umur bukan indikator dewasa..... #manakaraktermu,,https://twitter.com/ayu_samputri/status/166889637363712001,0
umur,payudara 5 menit 5 tahun,Menatap payudara wanita beberapa menit sehari bisa tingkatkan kesehatan pria dan perpanjang usia 4-5 tahun | http://bit.ly/yJpnvb #sbyTips,,https://twitter.com/infosurabaya/status/171089490335641600?s=20,1
kumis kucing,manfaat kumis kucing,"15 Manfaat Kumis Kucing untuk Kesehatan, Bisa Menurunkan Berat Badan!",,https://twitter.com/YuliHernani/status/1071103073752309761,1
,,"Sukurlah, terus juga jgn banyak makan mie instan kalo ngga salah bisa menyebabkan kanker payudara",,https://twitter.com/erikamelia__/status/1183364555537141766,1
,,"Asap virus(chemtrail),tebar penyakit lagi..penyakit..lagi..hmm",,https://twitter.com/RobyArlanroby/status/611756587477135360?s=20,1
pare,air pare membunuh sel kanker,"Selamat Pagi Indonesia Pare dapat membunuh sel kanker! Potong 2-3 irisan tipis pare taruh dalam gelas,tuang air panas, air akan menjadi alkalin(basa),minum setiap hari,terhadap siapapun akan bermanfaat.",,https://twitter.com/tawajkt/status/1161781342796800000?s=20,1
STAN,STAN ditutup karena radikalisme,"Jika STAN Ditutup Karena Radikalisme, Sudirman Said: Bakal Jadi Skandal Bernegara",,https://twitter.com/radaraktual/status/1282136019232489478?s=20,1
Susu formula ,Dampak susu formula,"Ini Risiko Penyakit Ibu yang tak Berikan ASI: HORISONJAKARTA, (PRLM).- Dampak memberikan susu formula ternyata... http://bit.ly/1UHBoIw",,https://twitter.com/pikiran_rakyat/status/619352408494206976,1
Micin,Micin menyebabkan kebodohan,"Kenapa sih jajanan jaman 90'an udah jarang diperedaran?

Karena dulu belum atau bahkan gak ada istilah ""generasi micin"" atau hoax ""kebanyakan makan micin jadi bego"".

Sekarang orang tau nya itu jajanan yg menyebabkan kebodohan. #Gosip90an",,https://twitter.com/egarprhg/status/1087921259705524224,1
Poligami ,Program 1 suami 2 istri,"Program 1 suami 2 istri.. Boro2 dua istri,mimpi aja ga dpt 2 istri. Ini 1 aja ga nyampe2..",,https://twitter.com/021_p354w1k2/status/1260749461908676608?s=20,1
,,Ada peraturan motor 2 tak gaboleh lagi pake pertalite. Trus vespa saya minumnya apa? Minum pertamax aja batuk2 dia,,https://twitter.com/wirs99/status/1429793901796204556?s=20,0
Obat Kanker,Obat Kanker Ditemukan,"Setelah Ditemukan Obat Kanker Payudara, Kini 3 Mahasiswa UI Temukan Obat Kanker Serviks https://dunia-inspirasiku002.blogspot.com/2020/01/setelah-ditemukan-obat-kanker-payudara.html",,https://twitter.com/imamcliquer1/status/1216614174224044033,1
Penyu,Penyu Belimbing Terancam Punah,"Pemerintah Amerika, melalui 
@NOAA
, dukung Indonesia dalam mempelajari dan melacak penyu belimbing yang terancam punah di Indonesia. #IndonesiaUSA70th https://indonesiausa70th.com/en/article/journey-home",,https://twitter.com/usembassyjkt/status/1121398614344048640,1
demo,demo anti vaksin di prancis,"[SALAH] Foto Suasana Demo Anti-Vaksin di Prancis 

Informasi yang salah. Foto tersebut diambil pada 15 Juli 2018 ...
",,https://twitter.com/TurnBackHoax/status/1424025704509763585,0
,,Badan POM soal Hasil Uji Lab Permen Jari: Negatif Narkoba http://detik.id/VUvHRF,HOAX OR NOT?,https://twitter.com/detikcom/status/787183922878611456,0
mandi ,mandi 3 waktu sebabkan kematian,"Waspadalah! Jangan Mandi pada 3 Waktu Ini, Risikonya Bisa sebabkan Kematian Mendadak https://inspiradata.com/waspadalah-jangan-mandi-pada-3-waktu-ini-risikonya-bisa-sebabkan-kematian-mendadak/",,https://twitter.com/InspiraData/status/969125231498616832?s=20,1
Micin,Micin menyebabkan kebodohan,"Hahaha. Itu micin kan MSG, kebanyakan makan micin menyebabkan kebodohan Wajah dengan air mata bahagia",,https://twitter.com/Reyfanny/status/730631553823313921,1
mengkudu,manfaat mengkudu,"Kandungan nutrisi yang memperkuat manfaat buah mengkudu
Kalori: 47.
Karbohidrat: 11 gram.
Protein: kurang dari 1 gram.
Lemak: kurang dari 1 gram.
Gula: 8 gram
 Vitamin C, B7 (biotin), B6 (folat), dan E
Beragam mmineral, seperti magnesium, potasium, dan kalsium.",,https://twitter.com/unclekrabbs/status/1245354744970801153,0
Tank,Tank TNI untuk halau pemudik,TNI Bantah Video Viral Tank Sekat Jalur Mudik: Itu Latihan,,https://twitter.com/MSApunya/status/1390556951700852736,0
Mustafa kemal,Azab mustafa kemal,"AZAB DI DUNIA.. Sewaktu Mustafa Kemal Ataturk meninggal dunia, tidak seorang pun yang memandikan, ... http://azlinda2.tumblr.com/post/143082471837",,https://twitter.com/amalinamariana/status/723160970802008064?s=20,1
,,"pakai masker--> hipoksia, otak kurang oksigen---> pusing gak pake masker---> seseg banget---> batuk2---> resiko... http://fb.me/2RXoIJwBq",,https://twitter.com/dreaming_inda/status/434259470303391745,1
Gula merah,Produksi gula merah palsu banyumas,"Menjelang Ramadhan 2017 ini, Kepolisian Resor Banyumas, Jawa Tengah mengungkap praktek produksi gula merah palsu. … http://bit.ly/2pSkagf",,https://twitter.com/KlikGATRA/status/864455978460250112?s=20,1
vaksin,suku baduy vaksin,"Bila Vaksin Dianggap Satu-Satunya Solusi Bahkan Untuk Semua Penyakit, Tolong Lihat dan Teliti Suku Baduy dan Sejenisnya Yang Mereka Tidak Pernah Divaksin Apapun Ratusan Tahun. Apakah Mereka Sekarang Musnah Diterjang Penyakit?, Pada Cacat Fisik Gegara Polio Gituh? Ngga kan Smiling face with open mouth and cold sweatFace with tears of joy",,https://twitter.com/FKadrun/status/1421753590318735360?s=20,1
